transaction_id,sender_id,receiver_id,amount,timestamp,transaction_type,location
TXN_SMURF_4_00,ENT_021,ENT_001,49172,2026-05-04 10:25:00,UPI,DEVGARH_CENTRAL
TXN_SMURF_4_01,ENT_021,ENT_001,49266,2026-05-04 10:15:00,UPI,KALYANPUR_EAST
TXN_SMURF_4_02,ENT_021,ENT_001,48978,2026-05-04 10:18:00,UPI,ANANDPUR_NORTH
TXN_SMURF_4_03,ENT_021,ENT_001,49369,2026-05-04 10:07:00,UPI,INDRAPURI_STATION
TXN_SMURF_5_00,ENT_005,ENT_001,49064,2026-04-20 10:14:00,UPI,RATANPUR_HIGHWAY
TXN_SMURF_5_01,ENT_005,ENT_001,49494,2026-04-20 10:24:00,UPI,ANANDPUR_NORTH
TXN_SMURF_5_02,ENT_005,ENT_001,48120,2026-04-20 10:14:00,UPI,CYBERABAD_HUB
TXN_SMURF_5_03,ENT_005,ENT_001,48204,2026-04-20 10:16:00,UPI,ANANDPUR_NORTH
TXN_SMURF_5_04,ENT_005,ENT_001,47565,2026-04-20 10:15:00,UPI,KALYANPUR_EAST
TXN_SMURF_5_05,ENT_005,ENT_001,49098,2026-04-20 10:11:00,UPI,INDRAPURI_STATION
TXN_SMURF_6_00,ENT_020,ENT_001,49556,2026-03-27 10:24:00,UPI,CYBERABAD_HUB
TXN_SMURF_6_01,ENT_020,ENT_001,48414,2026-03-27 10:23:00,UPI,ANANDPUR_NORTH
TXN_SMURF_6_02,ENT_020,ENT_001,49662,2026-03-27 10:07:00,UPI,KALYANPUR_EAST
TXN_SMURF_6_03,ENT_020,ENT_001,49222,2026-03-27 10:24:00,UPI,INDRAPURI_STATION
TXN_SMURF_6_04,ENT_020,ENT_001,48320,2026-03-27 10:24:00,UPI,DEVGARH_CENTRAL
TXN_SMURF_7_00,ENT_020,ENT_016,49761,2026-05-15 10:25:00,UPI,KALYANPUR_EAST
TXN_SMURF_7_01,ENT_020,ENT_016,48171,2026-05-15 10:15:00,UPI,DEVGARH_CENTRAL
TXN_SMURF_7_02,ENT_020,ENT_016,49141,2026-05-15 10:05:00,UPI,DEVGARH_CENTRAL
TXN_SMURF_7_03,ENT_020,ENT_016,48560,2026-05-15 10:06:00,UPI,DEVGARH_CENTRAL
TXN_SMURF_7_04,ENT_020,ENT_016,49745,2026-05-15 10:03:00,UPI,ANANDPUR_NORTH
TXN_SMURF_7_05,ENT_020,ENT_016,48093,2026-05-15 10:07:00,UPI,CYBERABAD_HUB
TXN_SMURF_7_06,ENT_020,ENT_016,49799,2026-05-15 10:10:00,UPI,ANANDPUR_NORTH
TXN_SMURF_8_00,ENT_004,ENT_016,48469,2026-03-28 10:16:00,UPI,DEVGARH_CENTRAL
TXN_SMURF_8_01,ENT_004,ENT_016,49523,2026-03-28 10:23:00,UPI,INDRAPURI_STATION
TXN_SMURF_8_02,ENT_004,ENT_016,49301,2026-03-28 10:09:00,UPI,INDRAPURI_STATION
TXN_SMURF_8_03,ENT_004,ENT_016,49650,2026-03-28 10:19:00,UPI,RATANPUR_HIGHWAY
TXN_SMURF_9_00,ENT_005,ENT_016,48562,2026-05-29 10:14:00,UPI,RATANPUR_HIGHWAY
TXN_SMURF_9_01,ENT_005,ENT_016,48280,2026-05-29 10:19:00,UPI,DEVGARH_CENTRAL
TXN_SMURF_9_02,ENT_005,ENT_016,47053,2026-05-29 10:25:00,UPI,CYBERABAD_HUB
TXN_SMURF_9_03,ENT_005,ENT_016,47831,2026-05-29 10:21:00,UPI,RATANPUR_HIGHWAY
TXN_SMURF_10_00,ENT_005,ENT_016,47792,2026-06-06 10:11:00,UPI,RATANPUR_HIGHWAY
TXN_SMURF_10_01,ENT_005,ENT_016,47726,2026-06-06 10:23:00,UPI,DEVGARH_CENTRAL
TXN_SMURF_10_02,ENT_005,ENT_016,47765,2026-06-06 10:07:00,UPI,INDRAPURI_STATION
TXN_SMURF_10_03,ENT_005,ENT_016,49104,2026-06-06 10:05:00,UPI,RATANPUR_HIGHWAY
TXN_SMURF_10_04,ENT_005,ENT_016,47166,2026-06-06 10:15:00,UPI,CYBERABAD_HUB
TXN_SMURF_11_00,ENT_020,ENT_001,47023,2026-03-22 10:12:00,UPI,RATANPUR_HIGHWAY
TXN_SMURF_11_01,ENT_020,ENT_001,47634,2026-03-22 10:03:00,UPI,ANANDPUR_NORTH
TXN_SMURF_11_02,ENT_020,ENT_001,48321,2026-03-22 10:21:00,UPI,DEVGARH_CENTRAL
TXN_SMURF_11_03,ENT_020,ENT_001,49561,2026-03-22 10:21:00,UPI,INDRAPURI_STATION
TXN_SMURF_11_04,ENT_020,ENT_001,48233,2026-03-22 10:17:00,UPI,KALYANPUR_EAST
TXN_SMURF_11_05,ENT_020,ENT_001,49253,2026-03-22 10:13:00,UPI,DEVGARH_CENTRAL
TXN_HAW_000,ENT_011,ENT_001,1483197,2026-06-05 01:30:00,Cash Deposit,ANANDPUR_NORTH
TXN_HAW_001,ENT_010,ENT_013,2268712,2026-03-30 10:19:00,RTGS/NEFT,KALYANPUR_EAST
TXN_HAW_002,ENT_018,ENT_015,535647,2026-05-04 00:34:00,Cash Deposit,ANANDPUR_NORTH
TXN_HAW_003,ENT_027,ENT_019,1538593,2026-05-06 02:21:00,RTGS/NEFT,ANANDPUR_NORTH
TXN_HAW_004,ENT_001,ENT_025,2375073,2026-05-26 20:41:00,Crypto Transfer,INDRAPURI_STATION
TXN_HAW_005,ENT_004,ENT_014,1601259,2026-05-21 13:09:00,Cash Deposit,INDRAPURI_STATION
TXN_HAW_006,ENT_006,ENT_017,1172685,2026-03-08 16:14:00,Crypto Transfer,CYBERABAD_HUB
TXN_HAW_007,ENT_021,ENT_024,625525,2026-05-10 15:56:00,RTGS/NEFT,KALYANPUR_EAST
TXN_HAW_008,ENT_025,ENT_026,253623,2026-06-03 12:14:00,RTGS/NEFT,KALYANPUR_EAST
TXN_HAW_009,ENT_011,ENT_022,2018801,2026-05-29 00:53:00,Cash Deposit,CYBERABAD_HUB
TXN_HAW_010,ENT_015,ENT_016,1493489,2026-06-02 23:15:00,Cash Deposit,DEVGARH_CENTRAL
TXN_HAW_011,ENT_003,ENT_007,2406429,2026-06-06 11:37:00,Cash Deposit,INDRAPURI_STATION
TXN_HAW_012,ENT_014,ENT_010,1044121,2026-07-04 04:35:00,RTGS/NEFT,DEVGARH_CENTRAL
TXN_HAW_013,ENT_008,ENT_023,1975519,2026-06-27 02:53:00,Cash Deposit,INDRAPURI_STATION
TXN_HAW_014,ENT_027,ENT_014,249627,2026-05-24 00:24:00,Crypto Transfer,CYBERABAD_HUB
TXN_HAW_015,ENT_013,ENT_021,457224,2026-03-11 07:07:00,Cash Deposit,CYBERABAD_HUB
TXN_HAW_016,ENT_018,ENT_013,1104814,2026-04-17 12:04:00,RTGS/NEFT,RATANPUR_HIGHWAY
TXN_HAW_017,ENT_002,ENT_012,1846377,2026-05-19 05:55:00,RTGS/NEFT,DEVGARH_CENTRAL
TXN_HAW_018,ENT_021,ENT_001,646210,2026-06-06 18:44:00,Cash Deposit,INDRAPURI_STATION
TXN_HAW_019,ENT_025,ENT_017,415237,2026-07-17 00:51:00,Crypto Transfer,KALYANPUR_EAST
TXN_HAW_020,ENT_013,ENT_020,454462,2026-05-05 12:49:00,Crypto Transfer,DEVGARH_CENTRAL
TXN_HAW_021,ENT_012,ENT_024,1413956,2026-06-19 20:08:00,Cash Deposit,CYBERABAD_HUB
TXN_HAW_022,ENT_001,ENT_008,1749764,2026-05-12 08:17:00,Crypto Transfer,DEVGARH_CENTRAL
TXN_HAW_023,ENT_005,ENT_016,2387525,2026-04-10 10:37:00,Cash Deposit,INDRAPURI_STATION
TXN_HAW_024,ENT_021,ENT_024,2438934,2026-04-24 02:47:00,Crypto Transfer,ANANDPUR_NORTH
TXN_HAW_025,ENT_012,ENT_001,1715022,2026-03-03 10:43:00,Crypto Transfer,KALYANPUR_EAST
TXN_HAW_026,ENT_026,ENT_021,325209,2026-03-02 07:59:00,Crypto Transfer,KALYANPUR_EAST
TXN_HAW_027,ENT_021,ENT_023,2446488,2026-03-16 21:56:00,RTGS/NEFT,ANANDPUR_NORTH
TXN_HAW_028,ENT_025,ENT_011,1592218,2026-04-08 23:06:00,RTGS/NEFT,INDRAPURI_STATION
TXN_HAW_029,ENT_010,ENT_014,825091,2026-04-03 21:53:00,Cash Deposit,KALYANPUR_EAST
TXN_HAW_030,ENT_022,ENT_018,965063,2026-03-22 06:48:00,Cash Deposit,INDRAPURI_STATION
TXN_HAW_031,ENT_011,ENT_023,378121,2026-07-16 03:22:00,Crypto Transfer,RATANPUR_HIGHWAY
TXN_HAW_032,ENT_015,ENT_023,456790,2026-04-23 07:53:00,Crypto Transfer,DEVGARH_CENTRAL
TXN_HAW_033,ENT_017,ENT_021,978029,2026-07-11 12:09:00,Crypto Transfer,RATANPUR_HIGHWAY
TXN_HAW_034,ENT_020,ENT_003,687773,2026-07-01 14:57:00,Crypto Transfer,ANANDPUR_NORTH
TXN_HAW_035,ENT_016,ENT_019,442799,2026-04-05 15:25:00,RTGS/NEFT,RATANPUR_HIGHWAY
TXN_HAW_036,ENT_002,ENT_003,1432095,2026-07-05 15:46:00,Crypto Transfer,ANANDPUR_NORTH
TXN_HAW_037,ENT_019,ENT_025,1678796,2026-04-28 00:05:00,RTGS/NEFT,ANANDPUR_NORTH
TXN_HAW_038,ENT_004,ENT_003,1182533,2026-04-10 17:52:00,Crypto Transfer,INDRAPURI_STATION
TXN_HAW_039,ENT_015,ENT_008,1310479,2026-05-05 20:38:00,Cash Deposit,INDRAPURI_STATION
TXN_NORM_0000,ENT_043,ENT_062,15516,2026-05-21 11:48:00,IMPS Wire,CYBERABAD_HUB
TXN_NORM_0001,ENT_063,ENT_071,3916,2026-04-02 09:58:00,UPI,CYBERABAD_HUB
TXN_NORM_0002,ENT_018,ENT_069,6786,2026-04-18 08:06:00,UPI,INDRAPURI_STATION
TXN_NORM_0003,ENT_010,ENT_003,16969,2026-06-24 09:38:00,UPI,KALYANPUR_EAST
TXN_NORM_0004,ENT_075,ENT_052,7321,2026-03-08 02:10:00,IMPS Wire,KALYANPUR_EAST
TXN_NORM_0005,ENT_070,ENT_061,5220,2026-05-07 00:18:00,IMPS Wire,ANANDPUR_NORTH
TXN_NORM_0006,ENT_038,ENT_018,15577,2026-05-31 15:27:00,UPI,RATANPUR_HIGHWAY
TXN_NORM_0007,ENT_047,ENT_065,697,2026-06-30 01:18:00,UPI,KALYANPUR_EAST
TXN_NORM_0008,ENT_022,ENT_066,4949,2026-05-21 15:35:00,UPI,ANANDPUR_NORTH
TXN_NORM_0009,ENT_073,ENT_019,16193,2026-05-05 17:37:00,UPI,ANANDPUR_NORTH
TXN_NORM_0010,ENT_063,ENT_030,2409,2026-04-18 13:00:00,IMPS Wire,ANANDPUR_NORTH
TXN_NORM_0011,ENT_006,ENT_027,17320,2026-05-06 04:20:00,IMPS Wire,RATANPUR_HIGHWAY
TXN_NORM_0012,ENT_059,ENT_006,1657,2026-06-27 11:27:00,IMPS Wire,DEVGARH_CENTRAL
TXN_NORM_0013,ENT_067,ENT_036,8978,2026-06-14 18:05:00,UPI,RATANPUR_HIGHWAY
TXN_NORM_0014,ENT_049,ENT_047,2900,2026-06-03 11:21:00,IMPS Wire,RATANPUR_HIGHWAY
TXN_NORM_0015,ENT_029,ENT_067,13648,2026-05-04 15:51:00,IMPS Wire,RATANPUR_HIGHWAY
TXN_NORM_0016,ENT_062,ENT_001,16794,2026-03-26 17:10:00,IMPS Wire,ANANDPUR_NORTH
TXN_NORM_0017,ENT_030,ENT_010,17210,2026-06-26 13:24:00,IMPS Wire,ANANDPUR_NORTH
TXN_NORM_0018,ENT_020,ENT_024,5506,2026-05-06 08:35:00,UPI,INDRAPURI_STATION
TXN_NORM_0019,ENT_030,ENT_054,11170,2026-07-10 12:51:00,UPI,RATANPUR_HIGHWAY
TXN_NORM_0020,ENT_062,ENT_027,5633,2026-06-27 05:56:00,IMPS Wire,DEVGARH_CENTRAL
TXN_NORM_0021,ENT_032,ENT_006,4540,2026-06-13 19:37:00,UPI,ANANDPUR_NORTH
TXN_NORM_0022,ENT_066,ENT_006,5162,2026-03-11 14:17:00,UPI,CYBERABAD_HUB
TXN_NORM_0023,ENT_024,ENT_067,13635,2026-06-18 12:38:00,UPI,INDRAPURI_STATION
TXN_NORM_0024,ENT_037,ENT_011,7447,2026-05-22 04:36:00,IMPS Wire,RATANPUR_HIGHWAY
TXN_NORM_0025,ENT_022,ENT_029,13810,2026-06-18 19:07:00,UPI,KALYANPUR_EAST
TXN_NORM_0026,ENT_024,ENT_066,9017,2026-03-31 22:48:00,IMPS Wire,RATANPUR_HIGHWAY
TXN_NORM_0027,ENT_009,ENT_030,12743,2026-05-10 14:07:00,UPI,DEVGARH_CENTRAL
TXN_NORM_0028,ENT_003,ENT_026,17478,2026-06-01 05:35:00,IMPS Wire,ANANDPUR_NORTH
TXN_NORM_0029,ENT_013,ENT_023,15943,2026-06-21 07:53:00,UPI,KALYANPUR_EAST
TXN_NORM_0030,ENT_065,ENT_016,3403,2026-05-28 04:57:00,UPI,KALYANPUR_EAST
TXN_NORM_0031,ENT_070,ENT_001,14489,2026-06-04 10:51:00,IMPS Wire,CYBERABAD_HUB
TXN_NORM_0032,ENT_006,ENT_068,14406,2026-04-12 04:39:00,IMPS Wire,RATANPUR_HIGHWAY
TXN_NORM_0033,ENT_045,ENT_074,3551,2026-05-17 21:00:00,UPI,CYBERABAD_HUB
TXN_NORM_0034,ENT_062,ENT_030,3096,2026-04-21 23:37:00,IMPS Wire,CYBERABAD_HUB
TXN_NORM_0035,ENT_025,ENT_001,583,2026-06-14 15:16:00,UPI,KALYANPUR_EAST
TXN_NORM_0036,ENT_001,ENT_049,7081,2026-07-04 14:54:00,IMPS Wire,RATANPUR_HIGHWAY
TXN_NORM_0037,ENT_047,ENT_014,5421,2026-05-17 23:33:00,IMPS Wire,CYBERABAD_HUB
TXN_NORM_0038,ENT_069,ENT_055,12331,2026-06-20 19:21:00,IMPS Wire,INDRAPURI_STATION
TXN_NORM_0039,ENT_051,ENT_027,13890,2026-06-09 22:11:00,IMPS Wire,ANANDPUR_NORTH
TXN_NORM_0040,ENT_048,ENT_072,16201,2026-04-16 14:47:00,IMPS Wire,KALYANPUR_EAST
TXN_NORM_0041,ENT_045,ENT_051,4874,2026-06-29 10:28:00,UPI,INDRAPURI_STATION
TXN_NORM_0042,ENT_030,ENT_058,5651,2026-03-19 16:08:00,UPI,KALYANPUR_EAST
TXN_NORM_0043,ENT_052,ENT_044,18391,2026-06-21 04:44:00,UPI,ANANDPUR_NORTH
TXN_NORM_0044,ENT_050,ENT_001,3334,2026-03-27 20:57:00,IMPS Wire,KALYANPUR_EAST
TXN_NORM_0045,ENT_056,ENT_012,2449,2026-04-18 07:28:00,UPI,CYBERABAD_HUB
TXN_NORM_0046,ENT_011,ENT_005,12943,2026-05-13 08:27:00,IMPS Wire,INDRAPURI_STATION
TXN_NORM_0047,ENT_008,ENT_023,16549,2026-05-20 07:54:00,UPI,ANANDPUR_NORTH
TXN_NORM_0048,ENT_067,ENT_037,6731,2026-03-07 12:51:00,UPI,KALYANPUR_EAST
TXN_NORM_0049,ENT_022,ENT_005,12137,2026-04-13 23:20:00,UPI,ANANDPUR_NORTH
TXN_NORM_0050,ENT_012,ENT_036,13438,2026-05-04 16:51:00,IMPS Wire,RATANPUR_HIGHWAY
TXN_NORM_0051,ENT_026,ENT_067,853,2026-07-13 13:41:00,UPI,DEVGARH_CENTRAL
TXN_NORM_0052,ENT_071,ENT_037,11756,2026-05-03 16:09:00,IMPS Wire,ANANDPUR_NORTH
TXN_NORM_0053,ENT_025,ENT_059,13586,2026-06-14 01:49:00,UPI,CYBERABAD_HUB
TXN_NORM_0054,ENT_023,ENT_053,16938,2026-03-20 19:10:00,UPI,KALYANPUR_EAST
TXN_NORM_0055,ENT_038,ENT_044,4184,2026-06-02 20:36:00,IMPS Wire,KALYANPUR_EAST
TXN_NORM_0056,ENT_074,ENT_033,14858,2026-05-09 01:30:00,IMPS Wire,ANANDPUR_NORTH
TXN_NORM_0057,ENT_044,ENT_059,15446,2026-06-16 05:54:00,UPI,RATANPUR_HIGHWAY
TXN_NORM_0058,ENT_015,ENT_034,2563,2026-05-10 01:56:00,UPI,INDRAPURI_STATION
TXN_NORM_0059,ENT_030,ENT_041,13864,2026-05-04 16:43:00,UPI,INDRAPURI_STATION
TXN_NORM_0060,ENT_034,ENT_032,9763,2026-03-18 08:22:00,IMPS Wire,INDRAPURI_STATION
TXN_NORM_0061,ENT_044,ENT_010,6198,2026-05-27 04:07:00,IMPS Wire,CYBERABAD_HUB
TXN_NORM_0062,ENT_028,ENT_074,9167,2026-04-03 16:36:00,UPI,RATANPUR_HIGHWAY
TXN_NORM_0063,ENT_026,ENT_031,8281,2026-04-18 17:35:00,UPI,ANANDPUR_NORTH
TXN_NORM_0064,ENT_026,ENT_032,12016,2026-03-29 19:34:00,UPI,DEVGARH_CENTRAL
TXN_NORM_0065,ENT_011,ENT_064,567,2026-06-07 23:45:00,UPI,RATANPUR_HIGHWAY
TXN_NORM_0066,ENT_048,ENT_041,16483,2026-06-14 00:07:00,IMPS Wire,RATANPUR_HIGHWAY
TXN_NORM_0067,ENT_024,ENT_066,9533,2026-05-12 20:22:00,UPI,KALYANPUR_EAST
TXN_NORM_0068,ENT_017,ENT_007,17577,2026-05-17 10:54:00,IMPS Wire,KALYANPUR_EAST
TXN_NORM_0069,ENT_005,ENT_065,11729,2026-05-12 02:11:00,UPI,RATANPUR_HIGHWAY
TXN_NORM_0070,ENT_016,ENT_067,15425,2026-04-27 21:07:00,UPI,DEVGARH_CENTRAL
TXN_NORM_0071,ENT_027,ENT_049,3651,2026-04-29 15:52:00,IMPS Wire,KALYANPUR_EAST
TXN_NORM_0072,ENT_034,ENT_024,18325,2026-04-18 06:25:00,UPI,CYBERABAD_HUB
TXN_NORM_0073,ENT_061,ENT_044,12340,2026-04-03 21:32:00,IMPS Wire,RATANPUR_HIGHWAY
TXN_NORM_0074,ENT_027,ENT_054,12549,2026-05-06 21:04:00,IMPS Wire,CYBERABAD_HUB
TXN_NORM_0075,ENT_058,ENT_024,4647,2026-06-14 06:07:00,UPI,DEVGARH_CENTRAL
TXN_NORM_0076,ENT_035,ENT_031,14512,2026-05-09 18:07:00,UPI,ANANDPUR_NORTH
TXN_NORM_0077,ENT_020,ENT_061,669,2026-04-02 13:37:00,IMPS Wire,RATANPUR_HIGHWAY
TXN_NORM_0078,ENT_018,ENT_067,17847,2026-07-10 14:11:00,IMPS Wire,RATANPUR_HIGHWAY
TXN_NORM_0079,ENT_039,ENT_033,1913,2026-05-12 22:39:00,UPI,INDRAPURI_STATION
TXN_NORM_0080,ENT_021,ENT_008,7410,2026-04-16 17:01:00,IMPS Wire,INDRAPURI_STATION
TXN_NORM_0081,ENT_013,ENT_058,11316,2026-04-17 16:57:00,IMPS Wire,CYBERABAD_HUB
TXN_NORM_0082,ENT_072,ENT_033,11626,2026-03-05 00:40:00,IMPS Wire,DEVGARH_CENTRAL
TXN_NORM_0083,ENT_045,ENT_026,17993,2026-04-02 04:35:00,IMPS Wire,CYBERABAD_HUB
TXN_NORM_0084,ENT_042,ENT_066,16324,2026-07-13 11:56:00,IMPS Wire,DEVGARH_CENTRAL
TXN_NORM_0085,ENT_049,ENT_037,15546,2026-06-24 10:00:00,UPI,ANANDPUR_NORTH
TXN_NORM_0086,ENT_044,ENT_054,13613,2026-03-14 09:43:00,UPI,ANANDPUR_NORTH
TXN_NORM_0087,ENT_044,ENT_030,10622,2026-04-28 02:28:00,IMPS Wire,INDRAPURI_STATION
TXN_NORM_0088,ENT_035,ENT_051,9238,2026-05-21 09:48:00,IMPS Wire,INDRAPURI_STATION
TXN_NORM_0089,ENT_067,ENT_058,13915,2026-03-31 21:02:00,UPI,DEVGARH_CENTRAL
TXN_NORM_0090,ENT_017,ENT_031,8595,2026-07-14 20:03:00,UPI,ANANDPUR_NORTH
TXN_NORM_0091,ENT_022,ENT_051,3725,2026-03-18 19:29:00,UPI,RATANPUR_HIGHWAY
TXN_NORM_0092,ENT_071,ENT_007,1213,2026-05-12 16:35:00,UPI,DEVGARH_CENTRAL
TXN_NORM_0093,ENT_034,ENT_020,3112,2026-06-28 15:01:00,IMPS Wire,CYBERABAD_HUB
TXN_NORM_0094,ENT_030,ENT_032,9661,2026-05-21 02:12:00,UPI,ANANDPUR_NORTH
TXN_NORM_0095,ENT_068,ENT_022,1286,2026-03-07 19:36:00,IMPS Wire,CYBERABAD_HUB
TXN_NORM_0096,ENT_061,ENT_060,18063,2026-04-20 00:12:00,IMPS Wire,ANANDPUR_NORTH
TXN_NORM_0097,ENT_070,ENT_023,15310,2026-06-24 07:06:00,IMPS Wire,KALYANPUR_EAST
TXN_NORM_0098,ENT_069,ENT_040,11726,2026-05-28 02:23:00,UPI,DEVGARH_CENTRAL
TXN_NORM_0099,ENT_057,ENT_040,12335,2026-05-15 10:57:00,IMPS Wire,ANANDPUR_NORTH
TXN_NORM_0100,ENT_039,ENT_002,353,2026-06-04 16:25:00,UPI,CYBERABAD_HUB
TXN_NORM_0101,ENT_037,ENT_061,17884,2026-03-02 22:21:00,IMPS Wire,RATANPUR_HIGHWAY
TXN_NORM_0102,ENT_039,ENT_002,14454,2026-04-23 17:48:00,UPI,DEVGARH_CENTRAL
TXN_NORM_0103,ENT_071,ENT_048,6529,2026-05-15 08:55:00,IMPS Wire,RATANPUR_HIGHWAY
TXN_NORM_0104,ENT_032,ENT_021,13120,2026-05-09 07:05:00,UPI,CYBERABAD_HUB
TXN_NORM_0105,ENT_011,ENT_055,8199,2026-06-03 11:07:00,IMPS Wire,CYBERABAD_HUB
TXN_NORM_0106,ENT_069,ENT_035,13880,2026-04-04 15:24:00,UPI,ANANDPUR_NORTH
TXN_NORM_0107,ENT_018,ENT_038,3966,2026-06-25 08:38:00,IMPS Wire,KALYANPUR_EAST
TXN_NORM_0108,ENT_058,ENT_035,16471,2026-04-04 14:28:00,IMPS Wire,DEVGARH_CENTRAL
TXN_NORM_0109,ENT_020,ENT_007,17879,2026-03-05 10:42:00,UPI,DEVGARH_CENTRAL
TXN_NORM_0110,ENT_037,ENT_035,4447,2026-07-09 14:45:00,IMPS Wire,INDRAPURI_STATION
TXN_NORM_0111,ENT_002,ENT_030,3305,2026-03-28 20:21:00,UPI,RATANPUR_HIGHWAY
TXN_NORM_0112,ENT_028,ENT_044,14120,2026-04-27 03:18:00,IMPS Wire,CYBERABAD_HUB
TXN_NORM_0113,ENT_060,ENT_005,11171,2026-03-16 00:31:00,UPI,DEVGARH_CENTRAL
TXN_NORM_0114,ENT_035,ENT_051,2689,2026-06-08 07:15:00,IMPS Wire,ANANDPUR_NORTH
